GP,MIN,FGM,FG%,3P Made,3P%,FTA,FT%,OREB,REB,AST,STL,BLK,TOV,target_5yrs,EFF_RATING,AST_TO_RATIO,REB_PER_MIN
44,6.4,6.4,0.424,2.6,0.26,7.9,0.747,0.8,1.7,6.0,1.2,1.9,4.7,1,0.2386,1.2763,0.2656
25,10.4,4.3,0.368,0.3,0.273,0.0,0.0,3.1,4.2,10.0,1.7,0.7,4.8,0,0.644,2.0829,0.4038
17,9.3,2.5,0.385,2.8,0.346,1.5,0.8,3.8,10.6,2.0,1.3,2.6,4.8,0,0.8176,0.4166,1.1397
13,29.0,3.3,0.446,1.3,0.394,0.3,0.667,2.9,7.8,5.2,0.8,2.2,4.7,0,1.1154,1.1061,0.269
25,32.0,0.9,0.391,0.0,0.0,3.2,0.719,3.5,6.7,3.5,2.3,2.2,4.1,0,0.424,0.8535,0.2094
68,12.0,5.0,0.42,1.3,0.361,9.3,0.688,2.6,10.1,5.3,1.6,3.0,3.5,1,0.2735,1.5139,0.8416
10,21.7,1.3,0.433,0.1,0.333,1.1,0.636,1.6,2.8,2.3,0.2,2.4,4.3,0,0.43,0.5348,0.129
67,32.7,3.6,0.5,1.6,0.39,6.5,0.646,1.7,10.0,0.5,1.1,2.5,3.1,0,0.1836,0.1612,0.3058
18,29.2,1.5,0.441,1.0,0.27,4.0,0.8,0.3,5.6,5.7,2.7,2.9,0.8,0,0.9333,7.1161,0.1918
34,22.9,0.8,0.5,1.4,0.467,10.4,0.635,0.1,2.2,3.4,2.3,0.5,2.1,0,0.0971,1.6183,0.0961
8,24.5,1.0,0.37,1.8,0.3,1.0,0.9,2.8,8.6,1.8,1.0,1.5,4.9,1,1.1125,0.3673,0.351
40,21.8,0.1,0.5,2.6,0.426,1.9,0.789,1.8,8.3,3.2,2.8,1.7,1.9,0,0.345,1.6833,0.3807
42,14.8,3.7,0.363,2.0,0.37,0.3,0.667,2.2,6.1,0.5,0.2,1.0,4.4,0,0.1667,0.1136,0.4121
41,23.6,3.7,0.43,1.3,0.464,3.7,0.811,2.2,9.7,9.5,2.9,2.5,0.6,1,0.6585,15.807,0.411
6,27.7,2.9,0.408,2.5,0.397,2.3,0.826,1.1,3.2,5.8,0.7,2.3,1.8,1,2.1167,3.2204,0.1155
52,33.8,1.2,0.429,2.7,0.284,7.6,0.803,1.9,4.9,8.1,0.0,2.2,1.9,0,0.25,4.2609,0.145
26,26.0,0.5,0.5,0.4,0.267,5.9,0.712,1.9,3.6,4.2,1.3,3.0,0.4,0,0.4038,10.4738,0.1385
64,30.1,0.3,0.429,1.6,0.41,5.7,0.754,1.6,3.9,9.0,1.1,0.8,0.8,0,0.2016,11.236,0.1296
59,10.3,1.2,0.522,0.9,0.346,5.4,0.685,3.3,5.9,4.8,1.6,2.2,1.1,0,0.2186,4.3597,0.5728
56,20.2,4.6,0.414,0.1,0.333,0.9,0.667,1.8,9.6,5.7,2.4,1.7,4.2,0,0.3482,1.3568,0.4752
59,5.3,1.7,0.447,2.0,0.267,4.5,0.689,2.4,3.8,4.9,2.5,0.9,0.5,0,0.2017,9.7804,0.7168
70,13.1,2.5,0.391,2.6,0.283,8.4,0.833,3.6,7.7,7.3,1.2,0.5,1.6,1,0.2314,4.5597,0.5877
33,29.0,0.8,0.5,0.5,0.333,9.1,0.637,3.5,8.4,5.7,1.3,2.7,0.2,0,0.4667,28.3582,0.2896
53,37.7,1.2,0.5,2.4,0.3,7.8,0.808,3.6,11.3,2.7,0.4,1.8,3.5,0,0.234,0.7712,0.2997
22,8.3,3.2,0.451,2.6,0.271,6.8,0.853,1.1,9.3,1.5,0.1,2.5,3.2,0,0.5636,0.4686,1.1203
21,18.2,3.4,0.366,2.7,0.491,0.8,0.875,0.1,6.7,6.1,1.9,1.6,3.3,1,0.7762,1.8479,0.3681
70,31.4,1.7,0.395,0.8,0.364,2.2,0.727,1.0,9.1,4.9,0.2,0.7,2.0,0,0.2,2.4488,0.2898
70,11.7,0.4,0.444,2.7,0.262,0.0,0.0,1.1,7.8,1.0,2.2,1.0,1.2,0,0.16,0.8326,0.6666
4,23.3,2.2,0.431,1.0,0.286,2.5,0.84,3.6,11.5,4.0,1.6,1.1,3.7,1,4.075,1.0808,0.4935
75,29.2,1.6,0.533,1.7,0.327,1.0,0.8,2.6,8.8,5.1,0.6,2.9,4.1,0,0.196,1.2436,0.3014
62,25.3,1.5,0.357,0.2,0.333,4.1,0.805,0.3,1.9,8.3,1.6,0.0,0.9,0,0.1871,9.212,0.0751
62,11.2,6.5,0.406,0.1,0.333,6.6,0.712,0.5,4.1,0.8,0.5,3.0,2.5,1,0.1694,0.3199,0.366
24,16.7,3.1,0.477,2.2,0.328,9.2,0.663,0.6,6.2,3.5,1.3,2.9,1.4,0,0.5208,2.4982,0.3712
55,30.9,3.2,0.421,1.3,0.302,7.7,0.675,2.5,5.8,8.2,2.4,3.0,1.0,1,0.3473,8.1918,0.1877
9,23.3,2.2,0.524,0.8,0.348,8.1,0.815,2.9,6.0,6.5,1.4,1.4,3.7,0,1.3667,1.7563,0.2575
3,5.2,2.9,0.362,0.6,0.286,0.5,0.8,3.4,8.4,2.9,0.4,2.9,2.8,1,4.8667,1.0353,1.6151
31,30.1,3.0,0.508,2.0,0.27,0.2,0.5,3.8,11.4,8.5,2.2,1.2,1.2,1,0.8065,7.0774,0.3787
40,6.2,3.8,0.409,0.0,0.0,5.1,0.902,0.8,1.8,4.9,0.6,0.1,1.7,0,0.225,2.8807,0.2903
36,29.6,3.9,0.488,2.4,0.343,3.1,0.645,1.2,7.8,5.0,2.2,0.7,4.8,1,0.3806,1.0414,0.2635
24,11.7,0.9,0.391,0.2,0.333,2.2,0.818,1.0,6.9,9.8,1.4,2.8,4.3,0,0.7125,2.2785,0.5897
6,36.6,3.2,0.39,0.6,0.3,3.6,0.639,1.4,9.4,9.5,1.4,0.0,4.4,0,2.9667,2.1586,0.2568
66,17.1,3.0,0.405,1.2,0.4,2.4,0.792,3.7,11.7,5.3,2.6,1.6,2.4,0,0.3227,2.2074,0.6842
75,15.8,4.9,0.415,1.5,0.306,4.8,0.75,2.3,8.9,1.4,2.1,0.2,3.2,1,0.1747,0.4374,0.5633
4,9.9,3.5,0.372,1.1,0.268,4.5,0.689,3.0,7.4,3.3,0.1,0.9,2.0,0,2.95,1.6492,0.7474
79,15.1,3.1,0.534,1.0,0.357,5.0,0.72,2.0,4.5,0.3,0.9,0.3,0.6,0,0.0899,0.4992,0.298
6,33.9,0.9,0.474,2.9,0.261,5.9,0.797,0.1,5.0,0.2,2.6,2.6,2.1,0,1.3333,0.0952,0.1475
51,37.9,3.7,0.487,1.9,0.25,3.7,0.73,0.3,6.6,4.0,0.1,1.8,3.1,1,0.2373,1.2899,0.1741
62,17.2,0.9,0.36,0.1,0.5,2.6,0.692,2.2,9.4,9.4,1.6,2.7,1.6,1,0.3484,5.8713,0.5465
57,19.8,2.1,0.457,1.3,0.406,1.3,0.923,2.9,9.4,8.7,2.2,2.1,4.3,1,0.3526,2.0228,0.4747
66,28.8,0.9,0.391,2.6,0.257,2.7,0.889,0.9,3.3,5.1,1.9,2.9,0.9,0,0.1955,5.6604,0.1146
79,34.2,3.8,0.404,0.9,0.257,6.9,0.754,2.9,7.9,5.7,2.3,1.5,2.0,0,0.2215,2.8486,0.231
75,24.6,1.5,0.5,0.3,0.429,6.2,0.855,3.2,6.3,0.1,2.2,1.9,0.8,0,0.1373,0.1248,0.2561
8,17.9,2.5,0.49,2.3,0.489,6.7,0.701,1.6,2.6,2.2,2.1,1.7,2.1,0,0.875,1.0471,0.1452
26,18.6,5.9,0.48,1.8,0.429,1.9,0.842,3.0,5.3,0.2,2.5,1.5,0.4,1,0.5654,0.4988,0.2849
51,28.0,1.5,0.455,1.7,0.25,5.4,0.759,1.6,3.3,7.5,1.9,2.5,1.5,0,0.2725,4.9967,0.1179
45,5.1,2.8,0.491,0.2,0.4,4.8,0.833,2.7,9.9,1.5,1.2,1.9,2.1,1,0.32,0.7139,1.9408
44,25.4,2.2,0.55,0.4,0.333,4.7,0.723,3.1,5.5,8.7,1.4,2.4,2.5,1,0.3727,3.4786,0.2165
5,16.7,0.2,0.4,1.9,0.271,4.4,0.864,4.0,7.0,6.4,2.2,2.4,2.8,0,2.96,2.2849,0.4191
70,31.2,4.3,0.361,0.6,0.5,3.8,0.895,1.4,9.2,2.3,2.6,0.6,1.5,1,0.2443,1.5323,0.2949
26,8.1,0.4,0.444,1.5,0.312,4.5,0.889,1.6,5.2,1.6,0.8,2.0,2.7,1,0.2615,0.5924,0.6419
68,24.4,2.5,0.472,1.6,0.39,7.9,0.633,0.7,1.6,6.3,1.0,0.6,2.6,0,0.0956,2.4221,0.0656
19,20.9,3.9,0.557,0.9,0.265,0.9,0.889,0.8,3.5,9.0,2.8,1.7,1.7,1,1.0053,5.291,0.1675
20,26.2,3.2,0.405,2.8,0.389,7.6,0.684,2.8,4.7,7.2,1.7,2.0,4.2,0,0.61,1.7139,0.1794
12,7.1,4.4,0.379,2.5,0.298,1.1,0.909,3.7,5.2,3.5,0.5,3.0,2.8,0,1.1417,1.2496,0.7323
47,24.1,1.7,0.515,2.2,0.297,0.6,0.833,1.6,2.7,5.9,2.0,0.1,1.8,1,0.2234,3.276,0.112
1,23.5,0.2,0.5,0.2,0.4,9.2,0.739,0.7,6.1,3.1,3.0,0.3,4.7,0,5.6,0.6594,0.2596
14,23.5,4.4,0.386,0.3,0.5,8.9,0.753,1.1,3.3,10.0,2.5,0.2,4.3,1,0.9929,2.325,0.1404
64,24.9,3.9,0.415,1.5,0.357,0.6,0.667,1.8,5.3,7.5,2.2,1.2,4.9,0,0.2344,1.5303,0.2128
38,27.3,5.6,0.544,0.5,0.385,4.9,0.633,1.2,8.5,6.1,0.6,2.5,3.5,0,0.4737,1.7424,0.3113
37,31.6,5.3,0.414,2.9,0.276,1.9,0.684,0.9,5.0,5.3,2.6,2.5,2.0,1,0.4892,2.6487,0.1582
11,13.9,4.5,0.474,0.5,0.278,4.8,0.708,2.9,10.3,6.2,1.6,2.2,1.5,1,1.9909,4.1306,0.741
77,32.2,2.6,0.464,1.5,0.341,7.7,0.753,0.0,4.3,5.3,2.7,2.7,3.4,1,0.1597,1.5584,0.1335
3,21.4,2.2,0.386,1.1,0.314,8.6,0.779,2.2,5.9,0.3,1.0,1.0,4.9,0,1.2,0.0612,0.2757
33,7.5,4.2,0.382,1.9,0.311,6.9,0.638,3.2,9.3,4.0,0.2,0.3,3.2,1,0.3727,1.2496,1.2398
6,6.9,2.4,0.453,0.4,0.267,3.5,0.714,1.1,2.5,9.3,1.4,0.2,4.4,0,1.7333,2.1132,0.3623
50,16.0,1.1,0.367,1.3,0.351,5.8,0.724,2.4,3.8,6.3,0.8,2.6,1.8,0,0.224,3.4981,0.2375
10,30.9,6.0,0.455,0.8,0.4,2.7,0.815,2.7,8.2,0.8,2.1,2.2,2.2,1,1.66,0.3635,0.2654
5,28.4,4.9,0.389,2.7,0.397,7.2,0.889,2.6,6.8,8.8,2.9,2.1,4.6,1,4.02,1.9126,0.2394
23,31.0,2.4,0.436,0.1,0.333,9.6,0.635,1.8,8.6,2.7,2.1,1.0,3.8,0,0.413,0.7103,0.2774
10,22.1,0.5,0.385,2.7,0.346,4.9,0.796,1.4,9.2,2.4,2.7,1.1,4.9,1,1.0,0.4897,0.4163
44,19.5,2.6,0.371,2.5,0.347,3.0,0.767,3.3,6.9,3.0,1.4,2.9,3.9,1,0.2773,0.769,0.3538
2,9.9,4.8,0.527,0.9,0.45,2.4,0.875,3.0,8.3,5.8,2.3,0.2,2.4,1,9.35,2.4157,0.8383
13,15.8,5.1,0.364,2.4,0.293,0.3,0.667,1.3,5.7,5.4,2.5,2.3,2.7,0,1.4,1.9993,0.3607
40,19.3,1.3,0.382,0.1,0.5,6.3,0.905,0.4,6.4,4.9,2.1,0.9,4.5,1,0.2625,1.0886,0.3316
2,7.9,0.6,0.375,2.9,0.42,4.9,0.653,0.3,7.0,7.2,1.5,0.1,2.8,0,5.95,2.5705,0.886
65,12.3,5.7,0.5,1.6,0.356,2.7,0.852,0.4,7.9,3.2,1.9,2.2,1.4,1,0.2938,2.2841,0.6422
63,24.7,2.1,0.382,0.9,0.409,5.1,0.647,2.3,5.0,7.8,2.1,1.0,2.3,0,0.2206,3.3898,0.2024
73,29.3,2.9,0.377,1.1,0.314,8.3,0.687,0.2,7.0,1.8,0.8,2.2,2.7,0,0.1288,0.6664,0.2389
17,37.9,6.8,0.479,0.2,0.4,1.1,0.818,1.3,4.0,7.8,2.4,2.1,0.7,1,1.3059,11.127,0.1055
9,35.8,0.4,0.364,3.0,0.345,8.3,0.723,3.0,5.5,6.6,2.9,1.6,3.8,0,1.2111,1.7364,0.1536
75,26.2,4.2,0.538,0.1,0.333,7.9,0.797,1.2,9.1,6.8,1.4,2.3,0.7,1,0.2867,9.7004,0.3473
15,18.9,0.5,0.5,2.0,0.417,7.8,0.846,3.1,4.2,4.8,2.1,1.7,2.1,0,0.6667,2.2846,0.2222
24,26.0,2.1,0.429,1.3,0.433,4.3,0.651,3.0,10.9,6.7,2.2,0.9,4.1,1,0.7167,1.6337,0.4192
38,30.9,4.3,0.422,2.8,0.267,2.0,0.75,1.0,2.8,0.8,2.0,2.2,2.4,1,0.2421,0.3332,0.0906
35,8.9,2.3,0.411,0.7,0.35,3.4,0.765,2.9,9.9,8.5,1.6,1.8,4.2,1,0.5457,2.0233,1.1122
49,18.5,6.5,0.551,1.6,0.356,2.7,0.852,3.0,5.6,0.6,2.6,0.0,1.8,1,0.2673,0.3331,0.3027
69,32.7,3.0,0.361,1.4,0.483,1.5,0.8,1.6,4.8,1.5,1.3,2.7,4.8,1,0.1188,0.3124,0.1468
62,17.7,2.3,0.548,2.1,0.333,6.6,0.652,0.8,2.9,5.8,0.2,1.6,1.2,0,0.15,4.8293,0.1638
60,23.9,1.3,0.52,0.2,0.333,4.2,0.786,2.1,7.4,7.4,2.5,2.6,0.4,0,0.3317,18.4539,0.3096
50,24.4,2.0,0.556,0.6,0.316,9.6,0.635,3.7,6.8,0.8,2.0,2.6,4.4,1,0.126,0.1818,0.2787
78,11.1,2.1,0.42,0.6,0.3,0.3,0.667,2.6,8.4,9.2,2.5,1.3,3.8,0,0.2513,2.4204,0.7567
75,17.0,0.6,0.375,2.2,0.423,5.3,0.849,0.7,1.5,9.7,0.4,1.5,1.3,0,0.1547,7.4558,0.0882
9,16.0,2.0,0.408,0.6,0.4,6.3,0.841,2.7,3.7,6.1,0.1,1.2,4.9,0,0.8,1.2446,0.2312
34,5.9,3.3,0.379,1.7,0.274,8.1,0.654,1.7,3.1,4.8,2.8,1.3,2.6,1,0.2912,1.8454,0.5253
76,5.8,5.3,0.552,0.6,0.261,8.0,0.775,2.4,6.1,7.4,0.4,2.7,4.8,1,0.2013,1.5413,1.0515
35,32.4,3.7,0.425,2.6,0.441,5.6,0.911,2.9,9.8,3.3,2.4,2.4,2.6,0,0.5286,1.2687,0.3025
1,14.0,4.3,0.443,2.8,0.333,8.0,0.812,2.1,9.6,4.9,2.5,0.4,2.5,1,17.7,1.9592,0.6857
40,22.1,0.1,0.5,1.6,0.41,3.2,0.719,3.3,6.4,9.2,2.1,1.8,2.4,1,0.4075,3.8317,0.2896
64,14.9,1.4,0.538,1.1,0.478,5.2,0.673,2.9,7.7,9.6,0.4,3.0,1.8,0,0.2906,5.3304,0.5167
22,36.0,4.6,0.404,0.7,0.368,0.1,1.0,2.5,9.1,9.3,2.0,1.8,2.8,1,1.0909,3.3202,0.2528
60,13.6,2.6,0.433,0.1,0.5,0.0,0.0,0.6,3.7,2.6,2.7,2.4,2.4,0,0.1933,1.0829,0.272
64,19.2,0.1,0.333,0.8,0.296,2.7,0.63,3.3,7.3,2.3,1.3,2.3,0.4,0,0.1859,5.7357,0.3802
72,33.8,5.5,0.437,2.0,0.328,1.0,0.7,3.7,8.5,3.0,1.2,1.1,1.5,0,0.2431,1.9987,0.2515
11,32.8,4.3,0.512,1.6,0.432,2.5,0.72,0.5,2.1,4.4,1.3,1.1,1.2,1,1.0273,3.6636,0.064
14,11.1,3.3,0.407,2.8,0.491,1.8,0.667,2.0,3.1,3.1,0.2,2.2,4.4,0,0.4929,0.7044,0.2793
60,31.5,0.5,0.5,1.2,0.279,0.3,0.667,1.0,2.8,3.7,2.7,1.5,3.1,0,0.1333,1.1932,0.0889
30,20.1,4.7,0.373,2.1,0.429,9.5,0.674,3.0,8.2,6.2,2.6,1.7,3.9,1,0.5467,1.5893,0.4079
35,20.9,3.1,0.413,1.5,0.312,0.1,1.0,2.9,4.4,7.6,3.0,2.1,4.8,1,0.44,1.583,0.2105
37,9.4,4.2,0.512,1.5,0.375,6.4,0.812,0.6,3.0,7.4,1.8,2.3,3.3,1,0.3838,2.2417,0.3191
5,7.7,4.2,0.362,0.8,0.32,1.6,0.688,3.5,6.8,8.1,2.3,0.8,4.9,1,3.36,1.6527,0.883
78,29.0,5.7,0.432,1.4,0.378,8.4,0.762,0.7,1.9,0.3,0.6,0.4,1.7,1,0.0667,0.1764,0.0655
26,21.4,2.8,0.538,1.4,0.467,9.9,0.626,3.2,5.2,0.5,2.0,0.9,1.1,0,0.2538,0.4541,0.243
62,19.4,0.9,0.409,2.1,0.412,5.9,0.78,1.8,9.3,7.9,1.9,1.5,2.1,0,0.2919,3.7601,0.4794
4,29.1,3.8,0.487,2.8,0.418,7.3,0.644,1.3,2.3,5.3,2.7,1.0,2.5,1,2.5,2.1192,0.079
42,30.3,4.0,0.385,1.0,0.345,0.0,0.0,0.6,6.1,5.8,2.5,1.7,4.5,1,0.3714,1.2886,0.2013
18,10.2,3.9,0.382,0.1,0.333,8.4,0.821,0.7,4.5,0.5,2.8,0.2,2.9,0,0.4167,0.1724,0.4411
40,25.1,1.0,0.357,1.5,0.395,9.1,0.67,2.6,8.2,2.6,2.6,1.5,1.6,0,0.2825,1.624,0.3267
72,9.5,1.5,0.429,1.6,0.5,8.3,0.759,2.2,7.5,6.4,2.6,1.1,3.8,0,0.1847,1.6838,0.7894
39,29.8,5.6,0.444,0.5,0.333,7.2,0.639,0.5,3.2,8.6,0.2,1.6,2.6,0,0.359,3.3064,0.1074
14,26.7,3.9,0.39,2.3,0.311,3.2,0.75,0.5,7.6,9.2,2.5,1.3,1.0,1,1.6214,9.1908,0.2846
32,36.6,6.7,0.519,3.0,0.254,9.3,0.677,0.3,4.7,5.0,1.8,0.9,3.0,1,0.4094,1.6661,0.1284
51,7.3,3.9,0.424,2.8,0.315,2.7,0.741,3.0,10.1,5.5,1.1,2.7,4.6,1,0.3529,1.1954,1.3834
38,6.9,3.4,0.425,0.6,0.333,4.7,0.83,2.8,6.6,8.3,0.2,0.6,4.2,0,0.3711,1.9757,0.9564
23,14.3,3.8,0.528,2.6,0.317,0.8,0.875,0.2,8.4,5.4,2.0,2.0,3.0,1,0.8043,1.7994,0.5874
63,13.6,5.9,0.45,2.1,0.259,8.5,0.765,2.2,8.8,5.2,1.0,2.8,2.0,1,0.3127,2.5987,0.647
15,13.2,3.9,0.379,1.4,0.275,1.5,0.667,0.3,8.1,9.1,1.4,1.6,0.6,0,1.5333,15.1414,0.6136
25,34.9,3.3,0.375,1.6,0.381,2.2,0.727,3.6,8.4,7.9,2.0,2.6,2.5,1,0.844,3.1587,0.2407
17,13.2,1.1,0.524,2.5,0.403,5.6,0.696,3.6,7.8,9.1,2.7,0.4,3.8,0,0.9176,2.3941,0.5909
66,14.0,2.6,0.531,1.4,0.4,6.6,0.803,2.8,9.5,2.2,2.5,1.5,1.9,1,0.2288,1.1573,0.6785
78,30.1,4.5,0.484,1.1,0.333,5.8,0.741,3.7,10.9,5.2,1.4,1.4,1.3,1,0.2641,3.9969,0.3621
53,19.8,2.0,0.377,1.5,0.288,1.8,0.889,3.2,11.3,8.4,1.2,0.0,4.7,1,0.3396,1.7869,0.5707
51,30.6,1.6,0.516,1.7,0.333,0.0,0.0,3.3,6.3,1.1,0.7,1.3,4.1,0,0.1353,0.2682,0.2059
39,7.2,1.9,0.396,0.6,0.462,8.5,0.624,2.3,9.0,7.9,1.1,1.1,3.3,0,0.3718,2.3932,1.2498
51,21.1,1.3,0.52,2.7,0.29,9.0,0.767,1.2,3.5,1.8,0.3,2.0,0.9,1,0.1157,1.9978,0.1659
70,6.1,1.4,0.412,2.0,0.278,6.3,0.905,0.9,5.9,8.1,2.9,2.8,0.9,0,0.28,8.99,0.9671
6,7.1,2.8,0.467,1.9,0.388,3.8,0.842,1.3,3.4,6.1,1.7,0.3,0.7,0,2.1667,8.7019,0.4788
67,34.9,5.8,0.387,0.3,0.3,9.0,0.7,2.5,6.0,1.9,0.4,1.0,3.2,1,0.1373,0.5936,0.1719
7,9.6,3.1,0.492,1.8,0.353,4.1,0.707,0.7,8.4,4.7,1.1,1.3,0.8,0,2.3714,5.8677,0.8749
51,22.6,1.2,0.414,0.4,0.267,5.5,0.673,1.0,2.9,6.8,1.6,1.4,4.2,0,0.1549,1.6187,0.1283
72,18.6,0.5,0.5,0.2,0.286,4.0,0.825,1.9,7.5,6.3,1.6,2.3,5.0,0,0.1736,1.2597,0.4032
42,16.5,4.2,0.396,1.6,0.327,4.6,0.674,0.9,5.9,4.3,0.1,1.3,2.0,0,0.2929,2.1489,0.3576
64,34.7,2.4,0.375,1.2,0.293,7.8,0.692,2.4,4.0,9.0,2.9,0.1,2.4,1,0.2125,3.7484,0.1153
15,5.7,5.8,0.518,1.8,0.265,4.7,0.787,3.7,6.8,5.2,0.8,2.1,3.6,0,1.0733,1.444,1.1928
29,26.9,3.4,0.374,0.3,0.333,3.0,0.733,3.0,7.9,5.1,0.0,2.7,4.7,0,0.469,1.0849,0.2937
33,36.8,5.3,0.417,1.3,0.382,2.1,0.857,2.7,4.8,0.6,0.2,1.5,4.5,0,0.2303,0.1333,0.1304
27,23.5,2.0,0.513,0.5,0.278,0.4,0.75,2.3,9.1,9.2,1.7,1.7,0.5,1,0.8556,18.3633,0.3872
36,35.9,3.9,0.448,3.0,0.411,6.3,0.651,2.0,9.9,5.3,0.4,0.5,1.0,0,0.4667,5.2947,0.2758
29,6.7,1.6,0.516,1.7,0.362,2.1,0.762,0.7,3.2,5.3,0.1,0.7,3.8,0,0.2276,1.3944,0.4775
38,18.8,5.8,0.4,2.1,0.269,1.5,0.667,3.6,6.0,8.0,1.1,0.7,3.5,1,0.4632,2.2851,0.3191
57,13.6,4.0,0.392,1.0,0.294,6.4,0.719,1.0,5.2,2.2,1.9,1.3,0.8,1,0.2105,2.7466,0.3823
27,29.1,1.8,0.529,0.3,0.375,5.7,0.842,0.4,6.8,5.3,0.3,2.8,2.6,1,0.5,2.0377,0.2337
55,37.4,1.9,0.432,2.9,0.414,7.4,0.716,3.0,5.6,2.4,0.9,1.6,3.9,0,0.1164,0.6152,0.1497
33,13.5,1.1,0.379,0.9,0.375,4.7,0.745,0.7,1.7,7.6,1.3,0.6,1.3,0,0.297,5.8417,0.1259
68,26.6,4.0,0.367,1.3,0.394,8.2,0.768,1.5,6.2,5.6,0.5,0.8,4.4,1,0.1588,1.2724,0.2331
66,11.5,1.4,0.437,1.9,0.422,7.7,0.857,0.1,8.1,8.6,1.5,1.2,0.5,0,0.2909,17.1657,0.7043
10,23.7,3.7,0.363,0.1,0.333,7.5,0.76,0.5,4.4,8.9,0.3,1.9,4.0,1,1.34,2.2244,0.1856
5,20.3,1.8,0.429,2.4,0.4,5.0,0.88,0.7,4.7,5.3,0.1,1.3,3.2,0,1.88,1.6557,0.2315
74,37.1,3.6,0.456,1.6,0.34,2.4,0.875,0.2,8.4,7.3,1.6,1.2,1.7,1,0.2716,4.2916,0.2264
38,25.1,4.9,0.377,0.8,0.364,9.0,0.767,2.6,8.5,5.5,0.7,1.7,3.7,1,0.4079,1.4861,0.3386
13,16.5,5.1,0.436,0.2,0.25,2.4,0.792,3.3,9.2,3.8,0.3,0.7,4.0,1,1.1231,0.9498,0.5575
31,8.8,4.4,0.44,0.5,0.357,2.2,0.636,1.5,6.6,6.5,1.3,0.2,4.7,1,0.4355,1.3827,0.7499
47,10.0,1.0,0.435,2.7,0.466,4.0,0.775,3.5,11.3,9.1,2.7,0.1,2.0,1,0.4532,4.5477,1.1299
52,12.4,0.6,0.375,2.1,0.457,0.6,0.667,0.9,7.0,4.2,2.2,0.8,3.5,0,0.2135,1.1997,0.5645
56,13.3,3.6,0.379,0.7,0.318,9.3,0.731,1.3,8.5,3.1,2.4,0.3,3.1,0,0.2196,0.9997,0.639
15,33.1,2.4,0.453,0.2,0.333,6.0,0.683,0.6,6.4,3.9,2.6,1.0,2.7,0,0.78,1.4439,0.1933
29,23.5,3.2,0.471,2.1,0.35,4.8,0.812,2.5,8.6,4.4,2.9,2.3,4.5,1,0.5517,0.9776,0.3659
8,22.3,0.3,0.429,1.7,0.347,7.2,0.639,1.7,4.7,0.7,2.3,2.1,0.2,0,0.9125,3.4826,0.2108
5,8.8,1.7,0.425,1.2,0.48,4.8,0.729,2.5,6.4,5.0,1.8,1.8,1.6,0,2.76,3.123,0.7272
29,33.4,0.3,0.5,1.1,0.333,0.3,0.667,3.0,9.6,4.9,1.1,2.6,2.8,0,0.5379,1.7494,0.2874
47,28.9,6.6,0.386,0.7,0.333,5.5,0.782,2.2,6.4,5.9,0.5,0.8,1.1,1,0.3809,5.3588,0.2214
68,7.2,1.3,0.433,2.0,0.435,5.8,0.862,2.5,7.4,3.6,2.1,2.7,4.6,0,0.1721,0.7824,1.0276
76,28.4,3.0,0.469,2.9,0.453,4.2,0.69,3.7,6.3,6.1,3.0,1.2,3.3,1,0.1974,1.8479,0.2218
45,22.9,0.3,0.5,0.5,0.455,5.9,0.898,1.2,8.0,8.8,1.4,1.2,2.5,0,0.3689,3.5186,0.3493
2,7.7,4.7,0.49,1.8,0.45,2.1,0.762,1.4,2.9,9.6,2.2,1.2,4.1,1,8.0,2.3409,0.3766
27,20.1,2.4,0.364,1.3,0.31,1.8,0.833,2.9,9.9,5.8,1.5,0.3,2.4,0,0.637,2.4157,0.4925
36,21.0,6.5,0.474,1.3,0.419,1.6,0.688,2.4,7.5,0.4,1.3,2.9,2.9,1,0.4222,0.1379,0.3571
36,10.5,4.9,0.51,0.8,0.4,4.1,0.634,0.7,3.1,9.7,1.2,0.4,0.2,0,0.4889,48.2587,0.2952
26,36.2,1.7,0.447,2.5,0.424,7.9,0.747,1.5,6.4,7.1,1.5,1.0,2.0,1,0.5269,3.5482,0.1768
43,33.0,5.6,0.475,1.5,0.254,8.8,0.659,1.9,4.6,3.4,1.1,1.0,0.9,0,0.2744,3.7736,0.1394
27,27.1,7.1,0.546,1.6,0.271,3.7,0.73,1.7,4.8,1.5,2.2,0.2,3.5,1,0.4185,0.4284,0.1771
69,20.3,4.9,0.471,0.9,0.409,5.5,0.745,0.7,4.2,1.4,2.6,0.5,2.5,0,0.1406,0.5598,0.2069
20,18.6,5.4,0.425,0.5,0.385,7.8,0.641,3.7,4.7,1.7,2.6,0.1,1.6,1,0.505,1.0618,0.2527
11,26.5,1.6,0.421,0.3,0.429,2.6,0.654,3.0,11.2,5.3,0.7,0.9,2.4,0,1.4909,2.2074,0.4226
74,23.0,3.3,0.465,2.1,0.333,1.8,0.667,1.9,2.9,9.0,2.7,2.6,1.2,0,0.2527,7.4938,0.1261
38,7.1,0.5,0.455,0.6,0.5,8.5,0.8,2.7,8.3,5.4,1.0,1.0,4.6,0,0.2605,1.1737,1.1688
6,21.9,0.8,0.364,2.1,0.3,5.9,0.729,3.6,7.3,7.0,0.9,0.4,0.5,1,2.3833,13.9721,0.3333
72,31.6,7.4,0.46,1.2,0.324,8.4,0.821,0.5,6.4,8.3,2.2,1.9,4.4,1,0.2819,1.8859,0.2025
